DEMUC,CHUDECON,STT,CAUHOI,CAUTRALOI
BỆNH LÝ ĐTĐ,Biến chứng của bệnh lí ĐTĐ,Q0098,Những thủ thuật nha khoa nào cần cân nhắc ở bệnh nhân có biến chứng ĐTĐ?,"Nhổ răng, phẫu thuật nha chu, implant – vì nguy cơ chậm lành và nhiễm trùng cao."
BỆNH LÝ ĐTĐ,Biến chứng của bệnh lí ĐTĐ,Q0099,Bác sĩ RHM cần hỏi gì trong bệnh sử để phát hiện nguy cơ biến chứng?,"Tiền sử hạ/tăng đường huyết, bệnh tim mạch, bệnh thận, bệnh võng mạc, bàn chân ĐTĐ."
BỆNH LÝ ĐTĐ,Biến chứng của bệnh lí ĐTĐ,Q0100,Vai trò của bác sĩ RHM trong quản lý biến chứng ĐTĐ là gì?,"Sàng lọc dấu hiệu biến chứng, điều chỉnh kế hoạch điều trị nha khoa, giáo dục bệnh nhân và phối hợp liên chuyên khoa."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0101,Hệ thống phân loại bệnh nha chu mới nhất của AAP được ban hành khi nào?,"Năm 2017, AAP công bố hệ thống phân loại mới bao quát tình trạng lành mạnh, bệnh nướu, bệnh nha chu và bệnh quanh implant."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0102,Nướu khỏe mạnh có đặc điểm gì?,"Màu hồng nhạt, săn chắc, không viêm, không chảy máu khi thăm khám, không mất bám dính và không tiêu xương."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0103,Viêm nướu do mảng bám là gì?,"Viêm giới hạn ở mô nướu, chưa gây mất bám dính hoặc tiêu xương, nguyên nhân chính là mảng bám vi khuẩn."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0104,Viêm nướu không do mảng bám gồm những nguyên nhân nào?,"Do thuốc (phenytoin, ciclosporin…), bệnh toàn thân (bệnh bạch cầu, đái tháo đường), hoặc yếu tố môi trường (chấn thương, dị ứng)."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0105,Tiêu chí chẩn đoán viêm nha chu là gì?,"Có mất bám dính lâm sàng, tiêu xương ổ răng, tụt nướu và/hoặc hình thành túi nha chu."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0106,Viêm nha chu được phân loại theo yếu tố nào?,"Theo giai đoạn (Stage I–IV) dựa trên mức độ tổn thương, và cấp độ tiến triển (Grade A–C) dựa trên tốc độ tiến triển và yếu tố nguy cơ."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0107,Đặc điểm của viêm nha chu Stage I là gì?,"Mất bám dính nhẹ (1–2 mm), tiêu xương nhẹ, không mất răng do nha chu."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0108,Đặc điểm của viêm nha chu Stage IV là gì?,"Mất bám dính nặng (>5 mm), tiêu xương lan rộng, mất ≥5 răng, ảnh hưởng chức năng nhai và khớp cắn."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0109,Grade C trong viêm nha chu nghĩa là gì?,"Bệnh tiến triển nhanh, thường kèm yếu tố nguy cơ cao như hút thuốc nhiều, kiểm soát đường huyết kém."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0110,Bệnh nha chu hoại tử là gì?,"Viêm và hoại tử mô nướu, dây chằng nha chu và/hoặc xương ổ răng, thường gặp ở bệnh nhân suy giảm miễn dịch hoặc suy dinh dưỡng."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0111,Khi nào bệnh nha chu được coi là liên quan bệnh toàn thân?,"Khi có bằng chứng liên hệ trực tiếp tới bệnh hệ thống như đái tháo đường, bệnh bạch cầu, hội chứng Down, loãng xương."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0112,Một số bệnh toàn thân ảnh hưởng tới mô nha chu là gì?,"Hội chứng Papillon-Lefèvre, giảm bám dính bạch cầu, rối loạn miễn dịch bẩm sinh."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0113,Áp xe nha chu có biểu hiện lâm sàng thế nào?,"Sưng, đau, đỏ, có thể có lỗ dò mủ; cần điều trị sớm để tránh lan rộng nhiễm trùng."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0114,Sang thương nội nha – nha chu là gì?,"Tổn thương nha chu có nguồn gốc từ bệnh nội nha hoặc ngược lại, có thể phối hợp cả hai."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0115,Khiếm khuyết niêm mạc nướu quanh răng gồm những gì?,"Bao gồm tụt nướu, mỏng nướu, và các bất thường hình thái nướu (gingival phenotype)."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0116,Yếu tố liên quan răng và phục hình có thể ảnh hưởng nha chu là gì?,"Mọc răng bất thường, sang chấn khớp cắn, phục hình gây lưu mảng bám hoặc chèn ép mô mềm."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0117,Mô quanh implant lành mạnh có đặc điểm gì?,"Không viêm, không chảy máu khi thăm khám, không mất mô cứng hoặc mô mềm quanh implant."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0118,Viêm niêm mạc quanh implant là gì?,"Viêm giới hạn ở mô mềm quanh implant, không mất xương ổ implant."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0119,Viêm nha chu quanh implant (Peri-implantitis) là gì?,"Viêm và mất mô cứng quanh implant, có tiêu xương trên X-quang và chảy máu/ mủ khi thăm khám."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0120,Các tình trạng mất mô quanh implant gồm những gì?,"Mất mô cứng (xương) và/hoặc mô mềm, ảnh hưởng thẩm mỹ và chức năng."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0121,Vì sao phân loại AAP 2017 quan trọng trong thực hành RHM?,"Giúp chẩn đoán chính xác, tiên lượng và lập kế hoạch điều trị phù hợp cho từng mức độ bệnh."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0122,Bệnh nhân có đái tháo đường kiểm soát kém thường thuộc grade nào của viêm nha chu?,Thường thuộc Grade C do bệnh tiến triển nhanh và nguy cơ cao.
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0123,Yếu tố nguy cơ chính làm tăng cấp độ tiến triển viêm nha chu là gì?,"Hút thuốc lá, kiểm soát đường huyết kém, tiền sử bệnh nha chu tiến triển nhanh."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0124,Việc xác định stage và grade ảnh hưởng thế nào tới kế hoạch điều trị?,"Xác định mức độ can thiệp, tiên lượng kết quả và tần suất tái khám."
BỆNH LÝ RĂNG MIỆNG," Viêm nướu và Viêm nha chu
 Mất răng trầm trọng",Q0125,Vai trò của bác sĩ RHM khi áp dụng phân loại AAP 2017 là gì?,"Chẩn đoán sớm, phân loại đúng, điều trị và theo dõi tiến triển bệnh nha chu và quanh implant."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0126,Sâu răng được định nghĩa như thế nào?,Là quá trình mất mô cứng của răng do vi khuẩn trong mảng bám sinh acid gây hủy khoáng.
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0127,"Nếu không điều trị, sâu răng có thể dẫn đến những biến chứng gì?","Có thể tiến triển vào tủy răng gây viêm tủy, viêm quanh chóp và các biến chứng nhiễm trùng khác."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0128,Vi khuẩn chính gây sâu răng là gì?,"Streptococcus mutans là chủ yếu, ngoài ra có Actinomyces, Lactobacillus và một số loài khác."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0129,Vì sao chế độ ăn nhiều đường làm tăng nguy cơ sâu răng?,"Đường là nguồn dinh dưỡng cho vi khuẩn sinh acid, gây hủy khoáng men răng."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0130,Loại thực phẩm nào nguy cơ cao gây sâu răng?,"Thực phẩm giàu đường tinh luyện, có độ bám dính cao như kẹo dẻo, bánh ngọt, nước ngọt có gas."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0131,Hình thể răng có vai trò gì trong nguy cơ sâu răng?,"Răng có hố rãnh sâu, vị trí khó vệ sinh dễ tích tụ mảng bám, tăng nguy cơ sâu."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0132,Vai trò của nước bọt trong phòng ngừa sâu răng là gì?,"Nước bọt giúp trung hòa acid, cung cấp ion tái khoáng và làm sạch mảng bám."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0133,Tại sao người có lượng nước bọt ít dễ bị sâu răng?,"Vì giảm khả năng trung hòa acid và rửa trôi mảng bám, tạo điều kiện hủy khoáng."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0134,Vệ sinh răng miệng kém ảnh hưởng thế nào tới nguy cơ sâu răng?,Mảng bám tồn tại lâu trên răng tạo môi trường thuận lợi cho vi khuẩn sinh acid.
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0135,Fluor có vai trò gì trong phòng ngừa sâu răng?,Giúp tái khoáng mô cứng răng và tăng sức đề kháng của men với acid.
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0136,Dấu hiệu sâu răng giai đoạn sớm là gì?,"Đốm trắng đục hoặc đổi màu men, chưa có đau rõ rệt, X-quang chưa thấy tổn thương."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0137,Sâu răng giai đoạn sớm có triệu chứng đau không?,"Thường không, chỉ có thể phát hiện qua khám lâm sàng định kỳ."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0138,Dấu hiệu sâu răng khi đã hình thành lỗ sâu là gì?,"Có lỗ sâu quan sát được, ê buốt khi ăn nóng/lạnh/chua/ngọt, tổn thương sẫm màu."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0139,X-quang giúp chẩn đoán sâu răng thế nào?,"Cho thấy vùng thấu quang ở mô răng bị sâu, đặc biệt ở vùng kẽ răng khó quan sát."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0140,Điều trị sâu răng giai đoạn sớm gồm những gì?,"Tái khoáng hóa bằng fluor, điều chỉnh chế độ ăn, cải thiện vệ sinh răng miệng."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0141,Fluor được dùng trong tái khoáng ở dạng nào?,"Gel, dung dịch hoặc véc-ni fluor nồng độ cao."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0142,Điều chỉnh chế độ ăn để phòng sâu răng gồm những nguyên tắc gì?,"Hạn chế thực phẩm chứa đường, nhất là vào ban đêm, và giảm đồ uống có đường."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0143,Hướng dẫn vệ sinh răng miệng để phòng sâu răng thế nào?,"Chải răng đúng cách với kem chứa fluor, dùng chỉ nha khoa, tái khám định kỳ."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0144,Điều trị sâu răng giai đoạn lỗ sâu gồm những gì?,"Loại bỏ mô sâu, trám răng bằng vật liệu phù hợp và hướng dẫn kiểm soát mảng bám."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0145,Vật liệu thường dùng để trám sâu răng là gì?,"Composite, amalgam hoặc glass ionomer cement (GIC)."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0146,Vì sao cần loại bỏ hoàn toàn mô sâu trước khi trám?,Để ngăn vi khuẩn tiếp tục phát triển và phòng tái phát sâu.
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0147,Kiểm soát mảng bám sau điều trị sâu răng có quan trọng không?,"Rất quan trọng, giúp ngăn sâu tái phát và bảo vệ phục hồi."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0148,Yếu tố nào bác sĩ RHM cần chú ý khi điều trị sâu răng ở bệnh nhân ĐTĐ?,Kiểm soát đường huyết tốt để tránh nhiễm trùng và hỗ trợ lành thương.
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0149,Tại sao cần phát hiện sâu răng sớm ở bệnh nhân có nguy cơ cao?,"Để điều trị bảo tồn, tránh xâm lấn và phòng biến chứng tủy – quanh chóp."
BỆNH LÝ RĂNG MIỆNG,Nguy cơ sâu răng,Q0150,Vai trò của bác sĩ RHM trong phòng ngừa sâu răng là gì?,"Giáo dục bệnh nhân, phát hiện sớm, điều trị kịp thời và duy trì theo dõi định kỳ."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0151,Xerostomia là gì?,"Là cảm giác khô miệng chủ quan, thường liên quan đến giảm lưu lượng nước bọt."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0152,Tiêu chuẩn xác định giảm tiết nước bọt là gì?,"Khi lưu lượng nước bọt toàn phần không kích thích (UWS) <0,1 mL/phút."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0153,Bệnh nhân ĐTĐ có nguy cơ xerostomia cao không?,"Có, đặc biệt khi kiểm soát đường huyết kém."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0154,Tỷ lệ mắc xerostomia ở bệnh nhân ĐTĐ là bao nhiêu?,Dao động từ 34% đến 51% tùy nghiên cứu.
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0155,Xerostomia ảnh hưởng thế nào đến chức năng ăn uống?,"Gây khó nhai, khó nuốt, đặc biệt với thức ăn khô hoặc cứng."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0156,Xerostomia ảnh hưởng thế nào đến khả năng nói?,"Giảm tiết nước bọt làm môi và lưỡi khô, ảnh hưởng phát âm."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0157,Khô miệng có ảnh hưởng đến chất lượng cuộc sống không?,"Có, vì gây khó khăn trong ăn, nói, nuốt và tăng nguy cơ bệnh răng miệng."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0158,Nguyên nhân nào gây rối loạn tiết nước bọt ở bệnh nhân ĐTĐ?,"Có thể do tổn thương tuyến nước bọt, bệnh lý thần kinh, rối loạn vi tuần hoàn, mất nước và kiểm soát đường huyết kém."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0159,Tuổi cao có làm tăng nguy cơ xerostomia không?,"Có, vì chức năng tuyến nước bọt giảm theo tuổi và thường kèm bệnh toàn thân."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0160,Những bệnh hệ thống nào khác có thể làm tăng nguy cơ xerostomia?,"Hội chứng Sjögren, suy giáp, bệnh Parkinson, suy thận mạn."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0161,Thuốc nào có thể gây hoặc làm nặng xerostomia?,"Thuốc kháng cholinergic, thuốc chống trầm cảm, thuốc hạ huyết áp, lợi tiểu."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0162,Cơ chế thần kinh nào có thể liên quan xerostomia ở bệnh nhân ĐTĐ?,Bệnh lý thần kinh tự chủ ảnh hưởng điều hòa hoạt động tuyến nước bọt.
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0163,Rối loạn vi tuần hoàn ảnh hưởng thế nào đến tuyến nước bọt?,Giảm tưới máu tuyến → giảm sản xuất nước bọt.
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0164,Mất nước có thể gây khô miệng ở bệnh nhân ĐTĐ không?,"Có, đặc biệt ở bệnh nhân tiểu nhiều hoặc không bù đủ dịch."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0165,Mức độ xerostomia liên quan thế nào đến glucose trong nước bọt?,Nồng độ glucose cao trong nước bọt liên quan mức độ khô miệng nặng hơn.
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0166,Tại sao xerostomia thường nặng hơn ở bệnh nhân ĐTĐ kiểm soát đường huyết kém?,"Vì tăng đường huyết kéo dài gây tổn thương mạch máu, thần kinh và tuyến nước bọt."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0167,Xerostomia làm tăng nguy cơ sâu răng như thế nào?,"Giảm nước bọt → giảm trung hòa acid, giảm rửa trôi mảng bám và vi khuẩn."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0168,Xerostomia làm tăng nguy cơ viêm nha chu ra sao?,"Giảm chức năng kháng khuẩn của nước bọt, tăng mảng bám và viêm mô nha chu."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0169,Các dấu hiệu lâm sàng thường thấy ở bệnh nhân xerostomia là gì?,"Niêm mạc khô, dính, lưỡi nứt, khó lấy dấu răng, mảng bám tăng."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0170,Xerostomia có thể gây khó khăn gì trong điều trị nha khoa?,"Gây khó chịu khi làm thủ thuật, khó giữ vật liệu dán dính, tăng nguy cơ biến chứng sau điều trị."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0171,Cách đánh giá khách quan giảm tiết nước bọt là gì?,Đo lưu lượng nước bọt toàn phần không kích thích và kích thích.
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0172,Các biện pháp giảm triệu chứng xerostomia gồm những gì?,"Kích thích tiết nước bọt (nhai kẹo không đường, xylitol), dùng nước bọt nhân tạo, uống đủ nước."
BỆNH LÝ RĂNG MIỆNG,Tình trạng khô miệng và loét miệng,Q0173,Kiểm soát đường huyết có cải thiện xerostomia không?,"Có, giúp giảm triệu chứng và cải thiện chức năng tuyến nước bọt."
